Approved symbol	Mouse genome database ID
EMSY-DT	
EMWX	
EMX1	MGI:95387
EMX2	MGI:95388
EMX2OS	MGI:3052329
EN1	MGI:95389
EN2	MGI:95390
EN2-DT	
ENAH	MGI:108360
ENAHP1	
ENAM	MGI:1333772
ENC1	MGI:109610
ENDOD1	MGI:1919196
ENDOG	MGI:1261433
ENDOGL2	
ENDOU	MGI:97746
ENDOV	MGI:2444688
ENEMAL	
ENG	MGI:95392
ENGASE	MGI:2443788
ENHO	MGI:1916888
ENKD1	MGI:2142593
ENKUR	MGI:1918483
ENO1	MGI:95393
ENO1-AS1	
ENO1-IT1	
ENO1L1	
ENO1P1	
ENO1P2	
ENO1P3	
ENO1P4	
ENO2	MGI:95394
ENO3	MGI:95395
ENO4	MGI:2441717
ENOPH1	MGI:1915120
ENOPH1P1	
ENOSF1	
ENOX1	MGI:2444896
ENOX1-AS1	
ENOX1-AS2	
ENOX2	MGI:2384799
ENOX2-AS1	
ENPEP	MGI:106645
ENPP1	MGI:97370
ENPP2	MGI:1321390
ENPP3	MGI:2143702
ENPP4	MGI:2682634
ENPP5	MGI:1933830
ENPP6	MGI:2445171
ENPP7	MGI:3027917
ENPP7P1	
ENPP7P2	
ENPP7P3	
ENPP7P4	
ENPP7P5	
ENPP7P6	
ENPP7P7	
ENPP7P8	
ENPP7P9	
ENPP7P10	
ENPP7P11	
ENPP7P12	
ENPP7P13	
ENPP7P14	
ENPP7P15	
ENSA	MGI:1891189
ENSAP1	
ENSAP2	
ENSAP3	
ENT1	
ENT2	
ENTHD1	MGI:2686088
ENTPD1	MGI:102805
ENTPD1-AS1	
ENTPD2	MGI:1096863
ENTPD3	MGI:1321386
ENTPD3-AS1	
ENTPD4	MGI:1914714, MGI:5435040
ENTPD4-DT	
ENTPD5	MGI:1321385
ENTPD6	MGI:1202295
ENTPD7	MGI:2135885
ENTPD8	MGI:1919340
ENTR1	MGI:1915362
ENTR1P1	
ENTR1P2	
ENTREP1	MGI:2685813
ENTREP2	MGI:1917888
ENTREP3	MGI:1915771
ENUR1	
ENUR2	
ENX2	
ENY2	MGI:1919286
EOGT	MGI:2141669
EOGT-DT	
EOLA1	MGI:1915868
EOLA1-DT	
EOLA2	MGI:1915868
EOLA2-DT	
EOMES	MGI:1201683
EP300	MGI:1276116
EP300-AS1	
EP400	MGI:1276124
EP400P1	
EPAS1	MGI:109169
EPB3	
EPB3L1	
EPB41	MGI:95401
EPB41L1	MGI:103010
EPB41L1-AS1	
EPB41L2	MGI:103009
EPB41L3	MGI:103008
EPB41L4A	MGI:103007
EPB41L4A-AS1	
EPB41L4A-DT	
EPB41L4B	MGI:1859149
EPB41L5	MGI:103006
EPB42	MGI:95402
EPC1	MGI:1278322
EPC1-AS1	
EPC1-AS2	MGI:5579235
EPC2	MGI:1278321
EPCAM	MGI:106653
EPCAM-DT	
EPCART	
EPCIP	MGI:1921637
EPCIP-AS1	
EPD1	
EPDR1	MGI:2145369
EPG5	MGI:1918673
EPGN	MGI:1919170
EPHA1	MGI:107381
EPHA1-AS1	
EPHA2	MGI:95278
EPHA2-AS1	
EPHA3	MGI:99612
EPHA4	MGI:98277
EPHA5	MGI:99654
EPHA5-AS1	
EPHA6	MGI:108034
EPHA7	MGI:95276
EPHA8	MGI:109378
EPHA10	MGI:3586824
EPHB1	MGI:1096337
EPHB2	MGI:99611
EPHB3	MGI:104770
EPHB4	MGI:104757
EPHB6	MGI:1096338
EPHT1	
EPHT2	
EPHT3	
EPHTLG	
EPHX1	MGI:95405
EPHX2	MGI:99500
EPHX3	MGI:1919182
EPHX4	MGI:2686228
EPIC1	
EPIST	
EPLG1	
EPLG2	
EPLG3	
EPLG4	
EPLG5	
EPLG6	
EPLG7	
EPLG8	
EPM1	
EPM2A	MGI:1341085
EPM2A-DT	
EPM2AIP1	MGI:1925031
EPMR	
EPN1	MGI:1333763
EPN2	MGI:1333766
EPN2-AS1	
EPN2-IT1	
EPN3	MGI:1919139
EPO	MGI:95407
EPOP	MGI:2143991
EPOR	MGI:95408
EPPIN	MGI:1922776
EPPIN-WFDC6	
EPPK1	MGI:2386306
EPR1	
EPRS1	MGI:97838
EPS8	MGI:104684
EPS8L1	MGI:1914675
EPS8L2	MGI:2138828
EPS8L3	MGI:2139743
EPS15	MGI:104583
EPS15-AS1	
EPS15L1	MGI:104582
EPS15P1	
EPSTI1	MGI:1915168
EPT	
EPVE6AP	
EPX	MGI:107569
EPYC	MGI:107942
EQTN	MGI:1915003
ERAL1	MGI:1889295
ERAP1	MGI:1933403
ERAP2	
ERAS	MGI:2665023
ERBA1	
ERBA2	
ERBA2L	
ERBAL2	
ERBAL3	
ERBB2	MGI:95410
ERBB3	MGI:95411
ERBB4	MGI:104771
ERBIN	MGI:1890169
ERBIN-DT	
ERC1	MGI:2151013
ERC2	MGI:1098749
ERC2-IT1	
ERCC1	MGI:95412
ERCC2	MGI:95413
ERCC3	MGI:95414
ERCC4	MGI:1354163
ERCC5	MGI:103582
ERCC6	MGI:1100494
ERCC6-PGBD3	
ERCC6L	MGI:2654144
ERCC6L2	MGI:1923501
ERCC6L2-AS1	
ERCC8	MGI:1919241
ERCC8-AS1	
ERCM1	
ERCM2	
ERDA1	
EREG	MGI:107508
ERF	MGI:109637
ERF1	
ERFE	MGI:3606476
ERFL	MGI:3642958
ERG	MGI:95415
ERG28	MGI:1915571
ERGIC1	MGI:1914708
ERGIC2	MGI:1914706
ERGIC3	MGI:1913616
ERH	MGI:108089
ERHP1	
ERHP2	
ERI1	MGI:1914526
ERI2	MGI:1918401
ERI3	MGI:2153887
ERI3-IT1	
ERICD	
ERICH1	MGI:3588201
ERICH1-AS1	
ERICH2	MGI:1913998
ERICH2-DT	
ERICH3	MGI:1919095
ERICH3-AS1	
ERICH4	MGI:3646269
ERICH5	MGI:2447772
ERICH6	MGI:3588212
ERICH6-AS1	
ERICH6B	MGI:1922522
ERK	
ERLEC1	MGI:1914003
ERLEC1P1	
ERLIN1	MGI:2387613
ERLIN2	MGI:2387215
ERLNC1	
ERMAP	MGI:1349816
ERMARD	MGI:1917317
ERMN	MGI:1925017
ERMP1	MGI:106250
ERN1	MGI:1930134
ERN2	MGI:1349436
ERO1A	MGI:1354385
ERO1B	MGI:1914725
ERP27	MGI:1916437
ERP29	MGI:1914647
ERP29P1	
ERP44	MGI:1923549
ERPL1	
ERPL2	
ERR	
ERRFI1	MGI:1921405
ERRFI1-DT	
ERRFI1-IT1	
ERV1	
ERV3-1	
ERV3-2	
ERV9-1	
ERV18-1	
ERVE-1	
ERVE-2	
ERVE-3	
ERVE-4	
ERVFC1	
ERVFC1-1	
ERVFH21-1	
ERVFRD-1	
ERVFRD-2	
ERVFRD-3	
ERVH-1	
ERVH-2	
ERVH-3	
ERVH-4	
ERVH-5	
ERVH-6	
ERVH-7	
ERVH-8	
ERVH-9	
ERVH-10	
ERVH48-1	
ERVI-1	
ERVK-1	
ERVK-2	
ERVK-3	
ERVK-4	
ERVK-5	
ERVK-6	
ERVK-7	
ERVK-8	
ERVK-9	
ERVK-10	
ERVK-11	
ERVK-12	
ERVK-13	
ERVK-14	
ERVK-15	
ERVK-16	
ERVK-17	
ERVK-18	
ERVK-19	
ERVK-20	
ERVK-21	
ERVK-22	
ERVK-23	
ERVK-24	
ERVK-25	
ERVK-26	
ERVK-27	
ERVK-28	
ERVK-29	
ERVK-30	
ERVK-31	
ERVK-32	
ERVK2	
ERVK3	
ERVK3-1	
ERVK3-2	
ERVK3-3	
ERVK3-4	
ERVK3-5	
ERVK3-6	
ERVK3-7	
ERVK3-8	
ERVK9-1	
ERVK9-2	
ERVK9-3	
ERVK9-4	
ERVK9-5	
ERVK9-6	
ERVK9-7	
ERVK9-8	
ERVK9-9	
ERVK9-10	
ERVK9-11	
ERVK9-12	
ERVK11-1	
ERVK13-1	
ERVMER34-1	
ERVMER61-1	
ERVPABLB-1	
ERVS71-1	
ERVS71-2	
ERVT1	
ERVT2	
ERVT3	
ERVT4	
ERVT5	
ERVV-1	
ERVV-2	
ERVW-1	
ERVW-2	
ERVW-3	
ERVW-4	
ERVW-5	
ERVW-6	
ERVW-7	
ERVW-8	
ERVW-9	
ERVW-10	
ERVW-11	
ERVW-12	
ERVW-13	
ERVW-14	
ERVW-15	
ERVW-16	
ERVW-17	
ERVW-18	
ERVW-19	
ERVW-20	
ERVW-21	
ERVW-22	
ERVW-23	
ERVW-24	
ERVW-25	
ERVW-26	
ERVW-27	
ERVW-28	
ERVW-29	
ESA4	
ESAM	MGI:1916774
ESAM-AS1	
ESAT	
ESB3	
ESCO1	MGI:1925055
ESCO2	MGI:1919238
ESD	MGI:95421
ESDP1	
ESF1	MGI:1913830
ESM1	MGI:1918940
ESPL1	MGI:2146156
ESPN	MGI:1861630
ESPNL	MGI:2685402
ESPNP	
ESR1	MGI:1352467
ESR2	MGI:109392
ESRG	
ESRL1	
ESRL2	
ESRP1	MGI:1917326
ESRP2	MGI:1924661
ESRRA	MGI:1346831
ESRRAP1	
ESRRAP2	
ESRRB	MGI:1346832
ESRRG	MGI:1347056
ESS2	MGI:107854
ESTF	
ESX	
ESX1	MGI:1096388
ESYT1	MGI:1344426
ESYT2	MGI:1261845
ESYT3	MGI:1098699
ETAA1	MGI:1915395
ETDA	MGI:1916751
ETDB	MGI:1916751
ETDC	MGI:1916751
ETF1	MGI:2385071
ETF1P1	
ETF1P2	
ETF1P3	
ETFA	MGI:106092
ETFB	MGI:106098
ETFBKMT	MGI:2443575
ETFDH	MGI:106100
ETFRF1	MGI:1914886
ETFRF1P1	
ETHE1	MGI:1913321
ETK1	
ETK2	
ETM1	
ETM2	
ETNK1	MGI:1922570
ETNK1-DT	
ETNK2	MGI:2443760
ETNPPL	MGI:1919010
ETS1	MGI:95455
ETS1-AS1	
ETS2	MGI:95456
ETS2-AS1	
ETS2P1	
ETV1	MGI:99254
ETV2	MGI:99253
ETV3	MGI:1350926
ETV3L	MGI:3646099
ETV4	MGI:99423
ETV5	MGI:1096867
ETV5-AS1	
ETV6	MGI:109336
ETV7	
ETV7-AS1	
EVA1A	MGI:2385247
EVA1A-AS	
EVA1B	MGI:1922063
EVA1C	MGI:1918217
EVA1CP1	
EVA1CP2	
EVA1CP3	
EVA1CP4	
EVA1CP5	
EVA1CP6	
EVC	MGI:1890596
EVC2	MGI:1915775
EVI2A	MGI:95458
EVI2B	MGI:1890682
EVI5	MGI:104736
EVI5L	MGI:2442167
EVI9	
EVL	MGI:1194884
EVPL	MGI:107507
EVPLL	
EVR1	
EVR2	
EVR3	
EVX1	MGI:95461
EVX1-AS	
EVX2	MGI:95462
EWSAT1	
EWSR1	MGI:99960
EWSR2	
EXD1	MGI:3045306
EXD2	MGI:1922485
EXD3	
EXLD1	
EXO1	MGI:1349427
EXO5	MGI:1920422
EXO5-DT	
EXOC1	MGI:2445020
EXOC1L	MGI:3647743
EXOC2	MGI:1913732
EXOC3	MGI:2443972
EXOC3-AS1	
EXOC3L1	MGI:3041195
EXOC3L2	MGI:1921713
EXOC3L4	MGI:1921363
EXOC4	MGI:1096376
EXOC5	MGI:2145645
EXOC5P1	
EXOC6	MGI:1351611
EXOC6B	MGI:1923164
EXOC7	MGI:1859270
EXOC7P1	
EXOC8	MGI:2142527
EXOG	MGI:2143333
EXOGP1	
EXOSC1	MGI:1913833
EXOSC2	MGI:2385133
EXOSC3	MGI:1913612
EXOSC3P1	
EXOSC3P2	
EXOSC4	MGI:1923576
EXOSC5	MGI:107889
EXOSC6	MGI:1919794
EXOSC7	MGI:1913696
EXOSC8	MGI:1916889
EXOSC8P1	
EXOSC9	MGI:1355319
EXOSC10	MGI:1355322
EXOSC10-AS1	
EXPH5	MGI:2443248
EXT1	MGI:894663
EXT2	MGI:108050
EXT3	
EXTL1	MGI:1888742
EXTL2	MGI:1889574
EXTL2P1	
EXTL3	MGI:1860765
EXTL3-AS1	
EYA1	MGI:109344
EYA2	MGI:109341
EYA2-AS1	
EYA3	MGI:109339
EYA3-IT1	
EYA4	MGI:1337104
EYCL1	
EYCL2	
EYCL3	
EYS	
EZH1	MGI:1097695
EZH2	MGI:107940
EZH2P1	
EZHIP	MGI:2147968
EZR	MGI:98931
EZR-AS1	
EZRP1	
F2	MGI:88380
F2L	
F2R	MGI:101802
F2RL1	MGI:101910
F2RL2	MGI:1298208
F2RL3	MGI:1298207
F3	MGI:88381
F5	MGI:88382
F5F8D	
F7	MGI:109325
F7R	
F8	MGI:88383
F8A1	MGI:95474
F8A2	MGI:95474
F8A3	MGI:95474
F8C	
F8VWF	
F8VWFP	
F9	MGI:88384
F10	MGI:103107
F10-AS1	
F11	MGI:99481
F11-AS1	
F11R	MGI:1321398
F12	MGI:1891012
F13A1	MGI:1921395
F13A2	
F13A3	
F13B	MGI:88379
FA1	
FA2H	MGI:2443327
FAAH	MGI:109609
FAAH2	
FAAHP1	
FAAP20	MGI:1914763
FAAP24	MGI:2142208
FAAP100	MGI:1919135
FABP1	MGI:95479
FABP2	MGI:95478
FABP3	MGI:95476
FABP3P2	
FABP4	MGI:88038
FABP5	MGI:101790
FABP5P1	
FABP5P2	
FABP5P3	
FABP5P4	
FABP5P5	
FABP5P6	
FABP5P7	
FABP5P8	
FABP5P9	
FABP5P10	
FABP5P11	
FABP5P12	
FABP5P13	
FABP5P14	
FABP5P15	
FABP6	MGI:96565
FABP6-AS1	
FABP7	MGI:101916
FABP7P1	
FABP7P2	
FABP9	MGI:1194881
FABP11	
FABP12	MGI:1922747
FABP12P1	
FACA	
FACC	
FACD	
FACE	
FACL1	
FACVL1	
FADD	MGI:109324
FADS1	MGI:1923517
FADS2	MGI:1930079
FADS2B	MGI:2687041
FADS3	MGI:1928740
FADS6	MGI:3039592
FAEES3	
FAF1	MGI:109419
FAF1-AS1	
FAF2	MGI:1923827
FAF2P1	
FAH	MGI:95482
FAHD1	MGI:1915886
FAHD2A	MGI:1915376
FAHD2B	
FAHD2CP	
FAHD2P1	
FAIM	MGI:1344387
FAIM2	MGI:1919643
FAK2	
FALEC	
FAM3A	MGI:1913544
FAM3B	MGI:1270150
FAM3C	MGI:107892
FAM3C2P	
FAM3D	MGI:1201784
FAM3D-AS1	
FAM4A1	
FAM6A	
FAM7A4	
FAM7A5	
FAM7B1	
FAM8A1	MGI:2145496
FAM8A2P	
FAM8A3P	
FAM8A4P	
FAM8A5P	
FAM8A6P	
FAM8A7P	
FAM8A8P	
FAM8A9P	
FAM8A10P	
FAM9A	
FAM9B	
FAM9C	
FAM9CP1	
FAM13A	MGI:1889842
FAM13A-AS1	
FAM13B	MGI:2447834
FAM13B-AS1	
FAM13C	MGI:1918971
FAM20A	MGI:2388266
FAM20B	MGI:2443990
FAM20BP1	
FAM20C	MGI:2136853
FAM21B	
FAM21EP	
FAM21FP	
FAM22C	
FAM23B	
FAM24A	MGI:1915473
FAM24B	MGI:1916568
FAM25A	MGI:1916384
FAM25BP	
FAM25C	
FAM25D	
FAM25EP	
FAM25G	
FAM25HP	
FAM27A	
FAM27AP1	
FAM27B	
FAM27C	
FAM27D1	
FAM27E1	
FAM27E2	
FAM27E3	
FAM27E4	
FAM27E5	
FAM30A	
FAM30B	
FAM30C	
FAM32A	MGI:1915172
FAM32BP	
FAM32CP	
FAM32DP	
FAM32EP	
FAM35EP	
FAM38B2	
FAM41AY1	
FAM41AY2	
FAM41BY	
FAM41C	
FAM43A	MGI:2676309
FAM43B	MGI:3651622
FAM47A	
FAM47B	
FAM47C	MGI:1918114
FAM47DP	
FAM47E	MGI:2686227
FAM47E-STBD1	
FAM50A	MGI:1351626
FAM50B	MGI:1351640
FAM53A	MGI:1919225
FAM53B	MGI:1925188
FAM53B-AS1	
FAM53C	MGI:1913556
FAM66A	
FAM66B	
FAM66C	
FAM66D	
FAM66E	
FAM67A	
FAM67B	
FAM72A	MGI:1919669
FAM72B	
FAM72C	
FAM72D	
FAM74A1	
FAM74A2	
FAM74A3	
FAM74A4	
FAM74A5	
FAM74A6	
FAM74A7	
FAM76A	MGI:2385211
FAM76AP1	
FAM76B	MGI:1920076
FAM78A	MGI:2443569
FAM78B	MGI:2443050
FAM78B-AS1	
FAM81A	MGI:1924136
FAM81B	MGI:2685122
FAM83A	MGI:2447773
FAM83A-AS1	
FAM83A-AS2	
FAM83B	MGI:2685362
FAM83C	MGI:1918655
FAM83C-AS1	
FAM83D	MGI:1919128
FAM83E	MGI:1921063
FAM83F	MGI:2146227
FAM83G	MGI:1916890
FAM83H	MGI:2145900
FAM83H-AS1	
FAM85A	
FAM85B	
FAM86B1	
FAM86B2	
FAM86B2-DT	
FAM86B3P	
FAM86C1P	
FAM86C2P	
FAM86DP	
FAM86EP	
FAM86FP	
FAM86GP	
FAM86HP	
FAM86JP	
FAM86KP	
FAM86LP	
FAM86MP	
FAM87A	
FAM87B	
FAM88B	
FAM88C	
FAM88D	
FAM88E	
FAM88F	
FAM89A	MGI:1916877
FAM89B	MGI:106595
FAM90A1	
FAM90A2P	
FAM90A3	
FAM90A4P	
FAM90A5	
FAM90A6P	
FAM90A7	
FAM90A8	
FAM90A9	
FAM90A10	
FAM90A11	
FAM90A12	
FAM90A13	
FAM90A14	
FAM90A15	
FAM90A16	
FAM90A17	
FAM90A18	
FAM90A19	
FAM90A20	
FAM90A21P	
FAM90A22	
FAM90A23	
FAM90A24	
FAM90A25P	
FAM90A26	
FAM90A27P	
FAM90A28P	
FAM91A1	MGI:1277178
FAM91A2P	
FAM91A3P	
FAM91A4P	
FAM93A	
FAM93B	
FAM95A	
FAM95B1	
FAM95C	
FAM98A	MGI:1919972
FAM98B	MGI:1915465
FAM98C	MGI:1921083
FAM99A	
FAM99B	
FAM106A	
FAM106B	
FAM106C	
FAM106DP	
FAM107A	MGI:3041256
FAM107B	MGI:1913790
FAM108A11P	
FAM110A	MGI:1921097
FAM110B	MGI:1916593
FAM110C	MGI:1918813
FAM110D	MGI:1919940
FAM111A	MGI:1915508
FAM111A-DT	
FAM111B	
FAM114A1	MGI:1915553
FAM114A2	MGI:1917629
FAM117A	MGI:2144564
FAM117B	MGI:1920000
FAM118A	MGI:1920475
FAM118B	MGI:1924483
FAM120A	MGI:2446163
FAM120A2P	
FAM120AOS	
FAM120B	MGI:1914794
FAM120C	MGI:2387687
FAM124A	MGI:3645930
FAM124B	MGI:3026880
FAM131A	MGI:1925658
FAM131B	MGI:1923406
FAM131B-AS1	
FAM131B-AS2	
FAM131C	MGI:2685539
FAM131C2P	
FAM133A	
FAM133B	MGI:1915402
FAM133CP	
FAM133DP	
FAM133EP	
FAM133FP	
FAM133GP	
FAM135A	MGI:1915437
FAM135A-AS1	
FAM135B	MGI:1917613
FAM136A	MGI:1913738
FAM136BP	
FAM136CP	
FAM136DP	
FAM136EP	
FAM136FP	
FAM136GP	
FAM138A	
FAM138B	
FAM138C	
FAM138D	
FAM138E	
FAM138F	
FAM149A	MGI:2387177
FAM149B1	MGI:2145567
FAM149B1P1	
FAM151A	MGI:2657115
FAM151AP1	
FAM151B	MGI:1921192
FAM151B-DT	
FAM153A	
FAM153B	
FAM153CP	
FAM153DP	
FAM156A	
FAM156B	
FAM157A	
FAM157B	
FAM157C	
FAM157D	
FAM161A	MGI:1921123
FAM161B	MGI:2443027
FAM162A	MGI:1917436
FAM162B	MGI:1924546
FAM163A	MGI:3618859
FAM163B	MGI:1926106
FAM167A	MGI:3606565
FAM167A-AS1	
FAM167B	MGI:2668032
FAM168A	MGI:2442372
FAM168B	MGI:2448487
FAM169A	MGI:2444268
FAM169A-AS1	
FAM169BP	MGI:3644026
FAM170A	MGI:2684939
FAM170B	MGI:2145650
FAM170B-AS1	
FAM171A1	MGI:2442917
FAM171A2	MGI:2448496
FAM171B	MGI:2444579
FAM174A	MGI:1914948
FAM174A-DT	
FAM174B	MGI:3698178
FAM174C	MGI:1917020
FAM177A1	MGI:1920635
FAM177A1P1	
FAM177B	
FAM178B	MGI:3026913
FAM180A	MGI:3039626
FAM180B	
FAM181A	MGI:3647570
FAM181A-AS1	
FAM181B	MGI:1930951
FAM182A	
FAM182B	
FAM184A	MGI:1923156
FAM184B	MGI:2442958
FAM185A	MGI:2140983
FAM185BP	
FAM186A	MGI:2685766
FAM186B	MGI:3647604
FAM187A	MGI:1914034
FAM187B	MGI:1923665
FAM187B2P	
FAM192BP	
FAM193A	MGI:2447768
FAM193B	MGI:2385851
FAM193B-DT	
FAM197Y1	
FAM197Y2	
FAM197Y3	
FAM197Y4	
FAM197Y5	
FAM197Y6	
FAM197Y7	
FAM197Y8	
FAM197Y9	
FAM197Y10	
FAM199X	MGI:2384304
FAM199YP	
FAM200A	
FAM200B	
FAM200C	
FAM201A	
FAM201B	
FAM201CP	
FAM202A	
FAM202B	
FAM202C	
FAM203B	
FAM204A	MGI:1289174
FAM204BP	
FAM204CP	
FAM204DP	
FAM207BP	
FAM207CP	
FAM209A	MGI:1923676
FAM209B	MGI:1923676
FAM210A	MGI:1914000
FAM210B	MGI:1914267
FAM210CP	
FAM215A	
FAM215B	
FAM216A	MGI:1916198
FAM216B	MGI:2145738
FAM217A	MGI:1919114
FAM217AP1	
FAM217B	MGI:1918782
FAM218A	
FAM218BP	
FAM219A	MGI:1919151
FAM219B	MGI:1925573
FAM220A	MGI:1914488
FAM220BP	
FAM220CP	
FAM221A	MGI:2442161
FAM221B	MGI:2441678
FAM222A	MGI:3605543
FAM222A-AS1	
FAM222B	MGI:2384939
FAM223A	
FAM223B	
FAM224A	
FAM224B	
FAM225A	
FAM225B	
FAM226A	
FAM226B	
FAM227A	MGI:1922979
FAM227B	MGI:1923073
FAM228A	MGI:1922105
FAM228B	MGI:2442121
FAM229A	MGI:1915483
FAM229B	MGI:1913587
FAM230A	
FAM230B	
FAM230C	
FAM230D	
FAM230E	
FAM230F	
FAM230G	
FAM230H	
FAM230I	
FAM230J	
FAM231AP	
FAM231BP	
FAM231C	
FAM231D	
FAM231EP	
FAM234A	MGI:2146854
FAM234B	MGI:1921775
FAM236A	
FAM236B	
FAM236C	
FAM236D	
FAM237A	
FAM237B	
FAM238A	
FAM238B	
FAM238C	
FAM239A	
FAM239B	
FAM239C	
FAM240A	MGI:2685436
FAM240B	MGI:1916130
FAM240C	
FAM241A	MGI:1917867
FAM241B	MGI:1917144
FAM242A	
FAM242B	
FAM242C	
FAM242D	
FAM242E	
FAM242F	
FAM243B	
FAM245A	
FAM245B	
FAM246A	MGI:3045365
FAM246B	MGI:3045365
FAM246C	MGI:3045365
FAM247A	
FAM247B	
FAM247C	
FAM247D	
FAN1	MGI:3045266
FANCA	MGI:1341823
FANCB	MGI:2448558
FANCC	MGI:95480
FANCD1	
FANCD2	MGI:2448480
FANCD2OS	MGI:1918229
FANCD2P1	
FANCD2P2	
FANCE	MGI:1920025
FANCF	MGI:3689889
FANCG	MGI:1926471
FANCH	
FANCI	MGI:2384790
FANCL	MGI:1914280
FANCM	MGI:2442306
FANK1	MGI:1914180
FANK1-AS1	
FAP	MGI:109608
FAR1	MGI:1914670
FAR1-IT1	
FAR1P1	
FAR2	MGI:2687035
FAR2P1	
FAR2P2	
FAR2P3	
FAR2P4	
FARP1	MGI:2446173
FARP1-AS1	
FARP1-IT1	
FARP2	MGI:2385126
FARS2	MGI:1917205
FARS2-AS1	
FARSA	MGI:1913840
FARSA-AS1	
FARSB	MGI:1346035
FARSBP1	
FAS	MGI:95484
FAS-AS1	
FAS1	
FASLG	MGI:99255
FASN	MGI:95485
FASTK	MGI:1913837
FASTKD1	MGI:2444596
FASTKD2	MGI:1922869
FASTKD3	MGI:1916827
FASTKD5	MGI:2139469
FAT1	MGI:109168
FAT1P1	
FAT2	MGI:2685369
FAT3	MGI:2444314
FAT4	MGI:3045256
FATE1	MGI:1925155
FAU	MGI:102547
FAUNA@	
FAUP1	
FAUP2	
FAUP3	
FAUP4	
FAXC	MGI:1923382
FAXDC2	
FBF1	MGI:1922033
FBH1	MGI:1354699
FBL	MGI:95486
FBLIM1	MGI:1921452
FBLIM1P1	
FBLIM1P2	
FBLL1	MGI:3034689
FBLN1	MGI:95487
FBLN2	MGI:95488
FBLN4	
FBLN5	MGI:1346091
FBLN7	MGI:1917620
FBLP1	
FBN1	MGI:95489
FBN1-DT	
FBN2	MGI:95490
FBN3	
FBNL	
FBP1	MGI:95492
FBP2	MGI:95491
FBP2P1	
FBRS	MGI:104648
FBRSL1	MGI:1920907
FBRSL1P1	
FBXL2	MGI:1919429
FBXL3	MGI:1354702
FBXL4	MGI:2140367
FBXL5	MGI:2152883
FBXL6	MGI:1354705
FBXL7	MGI:3052506
FBXL8	MGI:1354697
FBXL9P	MGI:2443262
FBXL12	MGI:1354738
FBXL12P1	
FBXL13	MGI:2443416
FBXL14	MGI:2141676
FBXL15	MGI:1915681
FBXL16	MGI:2448488
FBXL17	MGI:1354704
FBXL18	MGI:2444450
FBXL19	MGI:3039600
FBXL19-AS1	
FBXL20	MGI:1919444
FBXL21P	MGI:2442921
FBXL22	MGI:1921415
FBXO2	MGI:2446216
FBXO3	MGI:1929084
FBXO3-DT	
FBXO4	MGI:2146220
FBXO5	MGI:1914391
FBXO6	MGI:1354743
FBXO7	MGI:1917004
FBXO8	MGI:1354696
FBXO9	MGI:1918788
FBXO10	MGI:2686937
FBXO11	MGI:2147134
FBXO14	
FBXO15	MGI:1354755
FBXO16	MGI:1354706
FBXO17	MGI:1354707
FBXO20	
FBXO21	MGI:1924223
FBXO22	MGI:1926014
FBXO22-AS1	
FBXO24	MGI:1918426
FBXO25	MGI:1914072
FBXO27	MGI:2685007
FBXO28	MGI:1261890
FBXO30	MGI:1919115
FBXO31	MGI:1354708
FBXO32	MGI:1914981
FBXO33	MGI:1917861
FBXO34	MGI:1926188
FBXO34-AS1	
FBXO36	MGI:1289192
FBXO36-IT1	
FBXO36P1	
FBXO38	MGI:2444639
FBXO38-DT	
FBXO39	MGI:3505735
FBXO40	MGI:2443753
FBXO41	MGI:1261912
FBXO42	MGI:1924992
FBXO43	MGI:1926053
FBXO44	MGI:1354744
FBXO45	MGI:2447775
FBXO46	MGI:2444918
FBXO47	MGI:1920223
FBXO48	MGI:2442569
FBXW1BP	
FBXW2	MGI:1353435
FBXW4	MGI:1354698
FBXW4P1	
FBXW5	MGI:1354731
FBXW7	MGI:1354695
FBXW7-AS1	
FBXW8	MGI:1923041
FBXW9	MGI:1915878
FBXW10	MGI:3052463
FBXW10B	MGI:3052463
FBXW10P1	
FBXW11	MGI:2144023
FBXW11P1	
FBXW12	MGI:2443323, MGI:2443324, MGI:3505590, MGI:3505701, MGI:3505704, MGI:3505706, MGI:3584372, MGI:3588266, MGI:3643290, MGI:3646659, MGI:3646662, MGI:3779847, MGI:1354703
FCAMR	MGI:1927803
FCAR	
FCER1A	MGI:95494
FCER1B	
FCER1G	MGI:95496
FCER2	MGI:95497
FCF1	MGI:1920986
FCF1P1	
FCF1P2	
FCF1P3	
FCF1P4	
FCF1P5	
FCF1P6	
FCF1P7	
FCF1P8	
FCF1P9	
FCF1P10	
FCF1P11	
FCGBP	MGI:2444336
FCGR1A	MGI:95498
FCGR1BP	
FCGR1CP	
FCGR2A	
FCGR2A1	
FCGR2B	
FCGR2C	
FCGR3A	
FCGR3B	
FCGRT	MGI:103017
FCHO1	MGI:1921265
FCHO2	MGI:3505790
FCHO2-DT	
FCHSD1	MGI:2441771
FCHSD2	MGI:2448475
FCMR	MGI:1916419
FCMTE1	
FCMTE2	
FCMTE3	
FCN1	MGI:1341158
FCN2	MGI:1341158
FCN3	
FCP	
FCP1	
FCRL1	MGI:2442862
FCRL2	
FCRL3	
FCRL4	
FCRL4P1	
FCRL5	MGI:3053558
FCRL6	MGI:3618339
FCRL6P1	
FCRLA	MGI:2138647
FCRLB	MGI:3576487
FCSK	MGI:1916071
FCT3A	
FDCSP	
