Gene name	Phenotype description
CXCR4	cervical squamous cell carcinoma
CXCR4	Chronic lymphocytic leukemia
CXCR4	Clear cell renal carcinoma
CXCR4	colon adenocarcinoma
CXCR4	colon carcinoma
CXCR4	colorectal adenocarcinoma
CXCR4	diffuse gastric adenocarcinoma
CXCR4	diffuse large B-cell lymphoma
CXCR4	gastric adenocarcinoma
CXCR4	head and neck squamous cell carcinoma
CXCR4	Hepatocellular Carcinoma
CXCR4	kidney neoplasm
CXCR4	leiomyosarcoma
CXCR4	lobular breast carcinoma
CXCR4	Lung adenocarcinoma
CXCR4	Lung carcinoma
CXCR4	lymphoid neoplasm
CXCR4	Melanoma
CXCR4	Multiple myeloma
CXCR4	neoplasm of mature B-cells
CXCR4	non-small cell lung carcinoma
CXCR4	pancreatic carcinoma
CXCR4	pancreatic ductal adenocarcinoma
CXCR4	pancreatic neuroendocrine tumor
CXCR4	prostate adenocarcinoma
CXCR4	rectal adenocarcinoma
CXCR4	squamous cell lung carcinoma
CXCR4	urothelial carcinoma
CYB5A	46XY difference of sex development due to isolated 1720-lyase deficiency
CYB5A	Hereditary methemoglobinemia
CYB5A	METHEMOGLOBINEMIA AND AMBIGUOUS GENITALIA
CYBA	Chronic granulomatous disease
CYBA	GRANULOMATOUS DISEASE CHRONIC AUTOSOMAL RECESSIVE 4
CYBA	Chronic granulomatous disease AR cytochrome b negative
CYBC1	Chronic granulomatous disease
CYBC1	GRANULOMATOUS DISEASE CHRONIC AUTOSOMAL RECESSIVE 5
CYFIP2	Non-specific early-onset epileptic encephalopathy
CYFIP2	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 65
CYFIP2	Epileptic encephalopathy early infantile
CYLD	Familial cylindromatosis
CYLD	Familial multiple trichoepithelioma
CYLD	BROOKE-SPIEGLER SYNDROME
CYLD	CYLINDROMATOSIS FAMILIAL
CYLD	FRONTOTEMPORAL DEMENTIA AND/OR AMYOTROPHIC LATERAL SCLEROSIS 8
CYLD	TRICHOEPITHELIOMA MULTIPLE FAMILIAL 1
CYLD	CYLINDROMATOSIS FAMILIAL
CYLD	B-cell acute lymphoblastic leukemia
CYLD	Bladder Small Cell Neuroendocrine Carcinoma
CYLD	Breast Carcinoma by Gene Expression Profile
CYLD	Burkitts lymphoma
CYLD	Endometrial Endometrioid Adenocarcinoma
CYLD	Hepatobiliary Neoplasm
CYLD	Hodgkins lymphoma
CYLD	Malignant Ovarian Brenner Tumor
CYLD	Merkel cell skin cancer
CYLD	ND
CYLD	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
CYLD	T-cell acute lymphoblastic leukemia
CYLD	Thymic Carcinoma
CYLD	Thymic Squamous Cell Carcinoma
CYLD	Thymic Undifferentiated Carcinoma
CYLD	Uterine Carcinosarcoma
CYLD	Acute myeloid leukemia
CYLD	adenosquamous lung carcinoma
CYLD	adrenocortical adenoma
CYLD	bile duct carcinoma
CYLD	bladder transitional cell carcinoma
CYLD	brain glioblastoma
CYLD	Breast carcinoma
CYLD	breast ductal adenocarcinoma
CYLD	cecum adenocarcinoma
CYLD	cervical carcinoma
CYLD	cervical squamous cell carcinoma
CYLD	Chronic lymphocytic leukemia
CYLD	Clear cell renal carcinoma
CYLD	colon adenocarcinoma
CYLD	colorectal adenocarcinoma
CYLD	Colorectal adenoma
CYLD	diffuse large B-cell lymphoma
CYLD	gastric adenocarcinoma
CYLD	head and neck squamous cell carcinoma
CYLD	Hepatocellular Carcinoma
CYLD	kidney neoplasm
CYLD	lobular breast carcinoma
CYLD	Lung adenocarcinoma
CYLD	Lung carcinoma
CYLD	lymphoid neoplasm
CYLD	Melanoma
CYLD	Multiple myeloma
CYLD	non-small cell lung carcinoma
CYLD	oral squamous cell carcinoma
CYLD	pancreatic carcinoma
CYLD	pancreatic ductal adenocarcinoma
CYLD	pharyngeal squamous cell carcinoma
CYLD	prostate adenocarcinoma
CYLD	prostate carcinoma
CYLD	rectal adenocarcinoma
CYLD	Renal cell carcinoma
CYLD	skin carcinoma
CYLD	Small cell lung carcinoma
CYLD	soft tissue sarcoma
CYLD	squamous cell lung carcinoma
CYLD	thyroid carcinoma
CYLD	thyroid neoplasm
CYP2R1	Hypocalcemic vitamin D dependent rickets
CYP2R1	VITAMIN D HYDROXYLATION-DEFICIENT RICKETS TYPE 1B
CYP2U1	Autosomal recessive spastic paraplegia type 56
CYP2U1	SPASTIC PARAPLEGIA 56 AUTOSOMAL RECESSIVE WITH OR WITHOUT PSEUDOXANTHOMA ELASTICUM
CYP2U1	Hereditary Spastic Paraplegia
CYP7B1	Autosomal recessive spastic paraplegia type 5A
CYP7B1	Congenital bile acid synthesis defect type 3
CYP7B1	BILE ACID SYNTHESIS DEFECT CONGENITAL 3
CYP7B1	SPASTIC PARAPLEGIA 5A AUTOSOMAL RECESSIVE
DCAF17	WOODHOUSE-SAKATI SYNDROME
DCAF17	WOODHOUSE-SAKATI SYNDROME
DCAF17	WOODHOUSE-SAKATI SYNDROME
DCLRE1C	OMENN SYNDROME
DCLRE1C	Severe combined immunodeficiency due to DCLRE1C deficiency
DCLRE1C	OMENN SYNDROME
DCLRE1C	SEVERE COMBINED IMMUNODEFICIENCY WITH SENSITIVITY TO IONIZING RADIATION
DCLRE1C	OMENN SYNDROME
DCTN1	Amyotrophic lateral sclerosis
DCTN1	Distal hereditary motor neuropathy type 7
DCTN1	PERRY SYNDROME
DCTN1	AMYOTROPHIC LATERAL SCLEROSIS 1
DCTN1	NEURONOPATHY DISTAL HEREDITARY MOTOR TYPE VIIB
DCTN1	PERRY SYNDROME
DCTN1	B-cell acute lymphoblastic leukemia
DCTN1	Endometrial Endometrioid Adenocarcinoma
DCTN1	Gallbladder Small Cell Neuroendocrine Carcinoma
DCTN1	Hepatobiliary Neoplasm
DCTN1	Invasive Breast Carcinoma
DCTN1	Merkel cell skin cancer
DCTN1	ND
DCTN1	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
DCTN1	Pancreatic Acinar Cell Carcinoma
DCTN1	Placental Choriocarcinoma
DCTN1	T-cell acute lymphoblastic leukemia
DCTN1	Uterine Carcinosarcoma
DCTN1	Acute myeloid leukemia
DCTN1	adrenocortical adenoma
DCTN1	bile duct carcinoma
DCTN1	bladder transitional cell carcinoma
DCTN1	brain glioblastoma
DCTN1	Breast carcinoma
DCTN1	breast ductal adenocarcinoma
DCTN1	cecum adenocarcinoma
DCTN1	cervical squamous cell carcinoma
DCTN1	Chronic lymphocytic leukemia
DCTN1	Clear cell renal carcinoma
DCTN1	colon adenocarcinoma
DCTN1	colorectal adenocarcinoma
DCTN1	diffuse gastric adenocarcinoma
DCTN1	gastric adenocarcinoma
DCTN1	head and neck squamous cell carcinoma
DCTN1	Hepatocellular Carcinoma
DCTN1	lobular breast carcinoma
DCTN1	Lung adenocarcinoma
DCTN1	Lung carcinoma
DCTN1	lymphoid neoplasm
DCTN1	Melanoma
DCTN1	Multiple myeloma
DCTN1	non-small cell lung carcinoma
DCTN1	ovarian mucinous adenocarcinoma
DCTN1	pancreatic carcinoma
DCTN1	pancreatic ductal adenocarcinoma
DCTN1	prostate adenocarcinoma
DCTN1	prostate carcinoma
DCTN1	rectal adenocarcinoma
DCTN1	Small cell lung carcinoma
DCTN1	soft tissue sarcoma
DCTN1	squamous cell lung carcinoma
DCTN1	thyroid carcinoma
DCTN1	urothelial carcinoma
DDHD1	Autosomal recessive spastic paraplegia type 28
DDHD1	SPASTIC PARAPLEGIA 28 AUTOSOMAL RECESSIVE
DDHD1	Hereditary Spastic Paraplegia
DDHD2	Autosomal recessive spastic paraplegia type 54
DDHD2	SPASTIC PARAPLEGIA 54 AUTOSOMAL RECESSIVE
DDHD2	Complex Hereditary Spastic Paraplegia
DDOST	DDOST-CDG
DDOST	CONGENITAL DISORDER OF GLYCOSYLATION TYPE Ir
DDOST	Congenital disorder of glycosylation type Ir
DDR2	Spondyloepimetaphyseal dysplasia-short limb-abnormal calcification syndrome
DDR2	SPONDYLOEPIMETAPHYSEAL DYSPLASIA SHORT LIMB-HAND TYPE
DDR2	Bladder Small Cell Neuroendocrine Carcinoma
DDR2	Brain Stem Glioblastoma
DDR2	Breast Carcinoma by Gene Expression Profile
DDR2	Burkitts lymphoma
DDR2	Chordoid Meningioma
DDR2	Endometrial Endometrioid Adenocarcinoma
DDR2	Gallbladder Small Cell Neuroendocrine Carcinoma
DDR2	Hepatobiliary Neoplasm
DDR2	Hodgkins lymphoma
DDR2	Invasive Breast Carcinoma
DDR2	MANTLE CELL LYMPHOMA
DDR2	Merkel cell skin cancer
DDR2	ND
DDR2	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
DDR2	Placental Choriocarcinoma
DDR2	Secretory Meningioma
DDR2	Testicular Teratoma
DDR2	Thymic Squamous Cell Carcinoma
DDR2	Uterine Carcinosarcoma
DDR2	Acute lymphoblastic leukemia
DDR2	Acute myeloid leukemia
DDR2	adenosquamous lung carcinoma
DDR2	Anaplastic astrocytoma
DDR2	bile duct carcinoma
DDR2	bladder transitional cell carcinoma
DDR2	brain glioblastoma
DDR2	Breast carcinoma
DDR2	breast ductal adenocarcinoma
DDR2	cecum adenocarcinoma
DDR2	cervical carcinoma
DDR2	cervical squamous cell carcinoma
DDR2	Chronic lymphocytic leukemia
DDR2	Clear cell renal carcinoma
DDR2	colon adenocarcinoma
DDR2	colon carcinoma
DDR2	colorectal adenocarcinoma
DDR2	diffuse gastric adenocarcinoma
DDR2	diffuse large B-cell lymphoma
DDR2	endometrium adenocarcinoma
DDR2	Ependymoma
DDR2	ganglioneuroblastoma
DDR2	gastric adenocarcinoma
DDR2	head and neck squamous cell carcinoma
DDR2	Hepatocellular Carcinoma
DDR2	kidney neoplasm
DDR2	large cell lung carcinoma
DDR2	large cell medulloblastoma
DDR2	lobular breast carcinoma
DDR2	Lung adenocarcinoma
DDR2	Lung carcinoma
DDR2	lymphoid neoplasm
DDR2	Melanoma
DDR2	Multiple myeloma
DDR2	non-small cell lung carcinoma
DDR2	oral squamous cell carcinoma
DDR2	ovarian clear cell adenocarcinoma
DDR2	ovarian mucinous adenocarcinoma
DDR2	ovarian teratoma
DDR2	pancreatic carcinoma
DDR2	pancreatic ductal adenocarcinoma
DDR2	pancreatic neuroendocrine tumor
DDR2	pharyngeal squamous cell carcinoma
DDR2	prostate adenocarcinoma
DDR2	prostate carcinoma
DDR2	rectal adenocarcinoma
DDR2	Renal cell carcinoma
DDR2	salivary gland squamous cell carcinoma
DDR2	skin carcinoma
DDR2	Small cell lung carcinoma
DDR2	squamous cell lung carcinoma
DDR2	testicular mixed germ cell tumor
DDR2	thyroid carcinoma
DDR2	undifferentiated pleomorphic sarcoma
DDR2	urothelial carcinoma
DDX11	WARSAW BREAKAGE SYNDROME
DDX11	WARSAW BREAKAGE SYNDROME
DDX11	WARSAW BREAKAGE SYNDROME
DDX59	Orofaciodigital syndrome type 5
DDX59	OROFACIODIGITAL SYNDROME V
DDX59	Orofaciodigital syndrome
DEGS1	LEUKODYSTROPHY HYPOMYELINATING 18
DEGS1	LEUKODYSTROPHY HYPOMYELINATING 18
DENND5A	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 49
DENND5A	Epileptic encephalopathy
DGAT1	DIARRHEA 7 PROTEIN-LOSING ENTEROPATHY TYPE
DGAT1	CONGENITAL DIARRHEAL DISORDERS
DGAT1	Congenital chronic diarrhea with protein-losing enteropathy
DGAT1	DIARRHEA 7 PROTEIN-LOSING ENTEROPATHY TYPE
DGAT1	CONGENITAL DIARRHEAL DISORDERS
DGKE	Hemolytic uremic syndrome with DGKE deficiency
DGKE	Immunoglobulin-mediated membranoproliferative glomerulonephritis
DGKE	NEPHROTIC SYNDROME TYPE 7
DGUOK	Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency
DGUOK	Mitochondrial DNA depletion syndrome hepatocerebral form due to DGUOK deficiency
DGUOK	MITOCHONDRIAL DNA DEPLETION SYNDROME 3 HEPATOCEREBRAL TYPE
DGUOK	PORTAL HYPERTENSION NONCIRRHOTIC 1
DGUOK	PROGRESSIVE EXTERNAL OPHTHALMOPLEGIA WITH MITOCHONDRIAL DNA DELETIONS AUTOSOMAL RECESSIVE 4
DHDDS	Non-specific early-onset epileptic encephalopathy
DHDDS	Retinitis pigmentosa
DHDDS	DEVELOPMENTAL DELAY AND SEIZURES WITH OR WITHOUT MOVEMENT ABNORMALITIES
DHDDS	Retinitis pigmentosa 59
DHDDS	Epilepsy and intellectual disability
DHDDS	Retinitis pigmentosa 59
DHTKD1	2-aminoadipic 2-oxoadipic aciduria
DHTKD1	Autosomal dominant Charcot-Marie-Tooth disease type 2Q
DHTKD1	ALPHA-AMINOADIPIC AND ALPHA-KETOADIPIC ACIDURIA
DHTKD1	CHARCOT-MARIE-TOOTH DISEASE AXONAL TYPE 2Q
DHTKD1	2-Aminoadipic and 2-Oxoadipic Aciduria
DHX38	Retinitis pigmentosa
DHX38	RETINITIS PIGMENTOSA 84
DHX38	Retinitis pigmentosa
DICER1	DICER1 tumor-predisposition syndrome
DICER1	embryonal rhabdomyosarcoma
DICER1	Familial multinodular goiter
DICER1	Global developmental delay-lung cysts-overgrowth-Wilms tumor syndrome
DICER1	Gynandroblastoma
DICER1	Maligant granulosa cell tumor of the ovary
DICER1	Malignant Sertoli-Leydig cell tumor of the ovary
DICER1	GLOBAL DEVELOPMENTAL DELAY LUNG CYSTS OVERGROWTH AND WILMS TUMOR
DICER1	Goiter multinodular 1 with or without sertoli-leydig cell tumors
DICER1	PLEUROPULMONARY BLASTOMA
DICER1	Rhabdomyosarcoma embryonal 2
DICER1	DICER1 Tumor Predisposition
DICER1	Goiter multinodular 1 with or without sertoli-leydig cell tumors
DICER1	PLEUROPULMONARY BLASTOMA
DICER1	Appendix Adenocarcinoma
DICER1	B-cell acute lymphoblastic leukemia
DICER1	Bladder Adenocarcinoma
DICER1	Bladder Small Cell Neuroendocrine Carcinoma
DICER1	Breast Carcinoma by Gene Expression Profile
DICER1	Endometrial Endometrioid Adenocarcinoma
DICER1	Gallbladder Small Cell Neuroendocrine Carcinoma
DICER1	Hepatobiliary Neoplasm
DICER1	Invasive Breast Carcinoma
DICER1	Malignant Ovarian Mixed Epithelial Tumor
DICER1	Merkel cell skin cancer
DICER1	ND
DICER1	Ovarian Carcinosarcoma
DICER1	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
DICER1	Ovarian Yolk Sac Tumor
DICER1	Pancreatic Acinar Cell Carcinoma
DICER1	Parathyroid Gland Carcinoma
DICER1	Placental Choriocarcinoma
DICER1	Pleural Epithelioid Mesothelioma
DICER1	Poorly Differentiated Thyroid Gland Carcinoma
DICER1	T-cell acute lymphoblastic leukemia
DICER1	Testicular Yolk Sac Tumor
DICER1	Uterine Carcinosarcoma
DICER1	Uveal melanoma
DICER1	Acute myeloid leukemia
DICER1	adenosquamous lung carcinoma
DICER1	Anaplastic astrocytoma
DICER1	bile duct carcinoma
DICER1	bladder transitional cell carcinoma
DICER1	blastoma
DICER1	brain glioblastoma
DICER1	Breast carcinoma
DICER1	breast ductal adenocarcinoma
DICER1	cecum adenocarcinoma
DICER1	cervical adenocarcinoma
DICER1	cervical carcinoma
DICER1	cervical squamous cell carcinoma
DICER1	Chronic lymphocytic leukemia
DICER1	Clear cell renal carcinoma
DICER1	colon adenocarcinoma
DICER1	colon carcinoma
DICER1	colorectal adenocarcinoma
DICER1	diffuse gastric adenocarcinoma
DICER1	diffuse large B-cell lymphoma
DICER1	Endometrial carcinoma
DICER1	Endometrial stromal sarcoma
DICER1	Ependymoma
DICER1	gastric adenocarcinoma
DICER1	hairy cell leukemia
DICER1	head and neck squamous cell carcinoma
DICER1	Hepatocellular Carcinoma
DICER1	kidney neoplasm
DICER1	large cell medulloblastoma
DICER1	leiomyosarcoma
DICER1	lobular breast carcinoma
DICER1	Lung adenocarcinoma
DICER1	Lung carcinoma
DICER1	lymphoid neoplasm
DICER1	Melanoma
DICER1	Multiple myeloma
DICER1	non-small cell lung carcinoma
DICER1	oral squamous cell carcinoma
DICER1	ovarian carcinoma
DICER1	ovarian clear cell adenocarcinoma
DICER1	ovarian teratoma
DICER1	pancreatic carcinoma
DICER1	pancreatic ductal adenocarcinoma
DICER1	pancreatic neoplasm
DICER1	pancreatic neuroendocrine tumor
DICER1	pharyngeal squamous cell carcinoma
DICER1	prostate adenocarcinoma
DICER1	prostate carcinoma
DICER1	pulmonary blastoma
DICER1	rectal adenocarcinoma
DICER1	renal carcinoma
DICER1	Renal cell carcinoma
DICER1	sebaceous adenocarcinoma
DICER1	skin carcinoma
DICER1	Small cell lung carcinoma
DICER1	soft tissue sarcoma
DICER1	squamous cell lung carcinoma
DICER1	testicular mixed germ cell tumor
DICER1	testicular seminoma
DICER1	thyroid carcinoma
DICER1	undifferentiated pleomorphic sarcoma
DICER1	urothelial carcinoma
DLL3	Autosomal recessive spondylocostal dysostosis
DLL3	SPONDYLOCOSTAL DYSOSTOSIS 1 AUTOSOMAL RECESSIVE
DLL3	SPONDYLOCOSTAL DYSOSTOSIS TYPE 1
DLX3	Hypomaturation-hypoplastic amelogenesis imperfecta with taurodontism
DLX3	Tricho-dento-osseous syndrome
DLX3	AMELOGENESIS IMPERFECTA TYPE IV
DLX3	Tricho-dento-osseous syndrome
DLX5	Isolated split hand-split foot malformation
DLX5	Split hand-split foot-deafness syndrome
DLX5	Split-hand/foot malformation 1
DLX5	SPLIT-HAND/FOOT MALFORMATION 1 WITH SENSORINEURAL HEARING LOSS AUTOSOMALRECESSIVE
DLX5	SPLIT HAND AND FOOT MALFORMATION
DLX6	Isolated split hand-split foot malformation
DMP1	Autosomal recessive hypophosphatemic rickets
DMP1	HYPOPHOSPHATEMIC RICKETS AUTOSOMAL RECESSIVE 1
DMP1	Hypophosphatemic rickets AR
DMXL2	Early infantile epileptic encephalopathy
DMXL2	Polyendocrine-polyneuropathy syndrome
DMXL2	Rare autosomal dominant non-syndromic sensorineural deafness type DFNA
DMXL2	DEAFNESS AUTOSOMAL DOMINANT 71
DMXL2	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 81
DMXL2	Polyendocrine-polyneuropathy syndrome
DNA2	DNA2-related mitochondrial DNA deletion syndrome
DNA2	Seckel syndrome
DNA2	Progressive external ophthalmoplegia with mitochondrial DNA deletions autosomal dominant 6
DNA2	Seckel syndrome 8
DNA2	PRIMORDIAL DWARFISM SECKEL SYNDROME 8
DNAH1	Non-syndromic male infertility due to sperm motility disorder
DNAH1	Primary ciliary dyskinesia
DNAH1	CILIARY DYSKINESIA PRIMARY 37
DNAH1	SPERMATOGENIC FAILURE 18
DNAH10	SPERMATOGENIC FAILURE 56
DNAH10	Male infertility due to large-headed multiflagellar polyploid spermatozoa
DNAH10	Male infertility with azoospermia or oligozoospermia due to single gene mutation
DNAH10	SPERMATOGENIC FAILURE 56
DNAH17	Non-syndromic male infertility due to sperm motility disorder
DNAH17	SPERMATOGENIC FAILURE 39
DNAH2	SPERMATOGENIC FAILURE 45
DNAH8	SPERMATOGENIC FAILURE 46
DNAH9	Primary ciliary dyskinesia
DNAH9	Situs ambiguus
DNAH9	Situs inversus totalis
DNAH9	CILIARY DYSKINESIA PRIMARY 40
DNAH9	Motile Cilia Defects and Situs Inversus
DNAJB4	Congenital myopathy 21 with early respiratory failure
DNAJB4	DNAJB4-related myopathy with early respiratory failure
DNAJC19	Dilated cardiomyopathy with ataxia
DNAJC19	3-METHYLGLUTACONIC ACIDURIA TYPE V
DNAJC5	CLN4B disease
DNAJC5	Ceroid lipofuscinosis neuronal 4 (Kufs type)
DNAJC6	Atypical juvenile parkinsonism
DNAJC6	Young-onset Parkinson disease
DNAJC6	PARKINSON DISEASE 19A JUVENILE-ONSET
DNM1	Lennox-Gastaut syndrome
DNM1	Non-specific early-onset epileptic encephalopathy
DNM1	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 31A
DNM1	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 31B
DNM1	DNM1-associated microcephaly developmental and epileptic encephalopathy
DNMBP	Total early-onset cataract
DNMBP	CATARACT 48
DNMT1	Autosomal dominant cerebellar ataxia-deafness-narcolepsy syndrome
DNMT1	Hereditary sensory neuropathy-deafness-dementia syndrome
DNMT1	CEREBELLAR ATAXIA DEAFNESS AND NARCOLEPSY AUTOSOMAL DOMINANT
DNMT1	NEUROPATHY HEREDITARY SENSORY TYPE IE
DNMT3A	Acute myeloid leukaemia with myelodysplasia-related features
DNMT3A	Sporadic pheochromocytoma/secreting paraganglioma
DNMT3A	Tatton-Brown-rahman syndrome
DNMT3A	HEYN-SPROUL-JACKSON SYNDROME
DNMT3A	LEUKEMIA ACUTE MYELOID
DNMT3A	Tatton-Brown-rahman syndrome
DNMT3A	Microcephalic primordial dwarfism
DNMT3A	Tatton-Brown Rahman syndrome (OVERGROWTH SYNDROME WITH INTELLECTUAL DISABILITY)
DNMT3A	B-cell acute lymphoblastic leukemia
DNMT3A	Bladder Small Cell Neuroendocrine Carcinoma
DNMT3A	Brain Stem Glioblastoma
DNMT3A	Breast Carcinoma by Gene Expression Profile
DNMT3A	Chronic Eosinophilic Leukemia Not Otherwise Specified
DNMT3A	Chronic neutrophilic leukemia
DNMT3A	Endometrial Endometrioid Adenocarcinoma
DNMT3A	Hepatobiliary Neoplasm
DNMT3A	Hodgkins lymphoma
DNMT3A	Invasive Breast Carcinoma
DNMT3A	Lobular Breast Carcinoma In Situ
DNMT3A	MANTLE CELL LYMPHOMA
DNMT3A	Mast Cell Neoplasm
DNMT3A	Merkel cell skin cancer
DNMT3A	ND
DNMT3A	Ovarian Endometrioid Adenocarcinoma with Squamous Differentiation
DNMT3A	Pancreatic Acinar Cell Carcinoma
DNMT3A	Parotid Gland Carcinoma ex Pleomorphic Adenoma
DNMT3A	Placental Choriocarcinoma
DNMT3A	Pleural Epithelioid Mesothelioma
DNMT3A	Salivary Gland Carcinoma ex Pleomorphic Adenoma
DNMT3A	Systemic Mastocytosis with Associated Clonal Hematological non-Mast-Cell Lineage Disease
DNMT3A	T-cell acute lymphoblastic leukemia
DNMT3A	Testicular Yolk Sac Tumor
DNMT3A	Thymic Carcinoma
DNMT3A	Uterine Carcinosarcoma
DNMT3A	Acute lymphoblastic leukemia
DNMT3A	Acute myeloid leukemia
DNMT3A	adenosquamous lung carcinoma
DNMT3A	Anaplastic astrocytoma
DNMT3A	anaplastic large cell lymphoma
DNMT3A	Anaplastic oligoastrocytoma
DNMT3A	Astrocytoma
DNMT3A	bile duct carcinoma
DNMT3A	bladder transitional cell carcinoma
DNMT3A	brain glioblastoma
DNMT3A	Breast carcinoma
DNMT3A	breast ductal adenocarcinoma
DNMT3A	cecum adenocarcinoma
DNMT3A	cervical squamous cell carcinoma
DNMT3A	Chronic lymphocytic leukemia
DNMT3A	Chronic myelogenous leukemia
DNMT3A	Chronic myelomonocytic leukemia
DNMT3A	Clear cell renal carcinoma
DNMT3A	colon adenocarcinoma
DNMT3A	colon carcinoma
DNMT3A	colorectal adenocarcinoma
DNMT3A	diffuse large B-cell lymphoma
DNMT3A	endometrium adenocarcinoma
DNMT3A	gastric adenocarcinoma
DNMT3A	hairy cell leukemia
DNMT3A	head and neck squamous cell carcinoma
DNMT3A	Hepatocellular Carcinoma
DNMT3A	kidney neoplasm
DNMT3A	large cell lung carcinoma
DNMT3A	leiomyosarcoma
DNMT3A	lobular breast carcinoma
DNMT3A	Lung adenocarcinoma
DNMT3A	Lung carcinoma
DNMT3A	lymphoid neoplasm
DNMT3A	Melanoma
DNMT3A	Multiple myeloma
DNMT3A	myeloid neoplasm
DNMT3A	Myeloproliferative disorder
DNMT3A	Neoplasm
DNMT3A	neoplasm of mature B-cells
DNMT3A	non-small cell lung carcinoma
DNMT3A	oral squamous cell carcinoma
DNMT3A	OSTEOSARCOMA
DNMT3A	ovarian mucinous adenocarcinoma
DNMT3A	ovarian teratoma
DNMT3A	pancreatic carcinoma
DNMT3A	pancreatic ductal adenocarcinoma
DNMT3A	pancreatic neuroendocrine tumor
DNMT3A	pharyngeal squamous cell carcinoma
DNMT3A	POLYCYTHEMIA VERA
DNMT3A	prostate adenocarcinoma
DNMT3A	prostate carcinoma
DNMT3A	rectal adenocarcinoma
DNMT3A	Renal cell carcinoma
DNMT3A	skin carcinoma
DNMT3A	Small cell lung carcinoma
DNMT3A	soft tissue sarcoma
DNMT3A	squamous cell lung carcinoma
DNMT3A	testicular seminoma
DNMT3A	thyroid carcinoma
DNMT3A	undifferentiated pleomorphic sarcoma
DNMT3A	urothelial carcinoma
DOCK2	DOCK2 deficiency
DOCK2	IMMUNODEFICIENCY 40
DOCK7	Early-onset epileptic encephalopathy-cortical blindness-intellectual disability-facial dysmorphism syndrome
DOCK7	DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 23
DOCK7	EPILEPTIC ENCEPHALOPATHY EARLY INFANTILE 23
DOCK8	Autosomal dominant non-syndromic intellectual disability
DOCK8	Autosomal recessive hyper-IgE syndrome
DOCK8	Combined immunodeficiency due to DOCK8 deficiency
DOCK8	HYPER-IgE RECURRENT INFECTION SYNDROME 2 AUTOSOMAL RECESSIVE
DOCK8	HYPERIMMUNOGLOBULIN E RECURRENT INFECTION SYNDROME AUTOSOMAL RECESSIVE
DOCK8	Hyper-IgE recurrent infection syndrome autosomal recessive
DOK7	FETAL AKINESIA DEFORMATION SEQUENCE
DOK7	Postsynaptic congenital myasthenic syndromes
DOK7	FETAL AKINESIA DEFORMATION SEQUENCE 3
DOK7	MYASTHENIC SYNDROME CONGENITAL 10
DOLK	DK1-CDG
DOLK	Familial isolated dilated cardiomyopathy
DOLK	CONGENITAL DISORDER OF GLYCOSYLATION TYPE Im
DOLK	Congenital Disorders of Glycosylation
DPAGT1	Congenital myasthenic syndromes with glycosylation defect
DPAGT1	DPAGT1-CDG
DPAGT1	CONGENITAL DISORDER OF GLYCOSYLATION TYPE Ij
DPAGT1	MYASTHENIC SYNDROME CONGENITAL 13
DPAGT1	DPAGT1-CDG
DPAGT1	MYASTHENIC SYNDROME CONGENITAL WITH TUBULAR AGGREGATES 2
DPM1	DPM1-CDG
DPM1	CONGENITAL DISORDER OF GLYCOSYLATION TYPE Ie
DPM1	Congenital Disorders of Glycosylation
DPM2	Congenital muscular dystrophy with intellectual disability and severe epilepsy
DPM2	CONGENITAL DISORDER OF GLYCOSYLATION TYPE Iu
DPM3	DPM3-CDG
DPM3	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY CONGENITAL WITH IMPAIRED INTELLECTUAL DEVELOPMENT TYPE B 15
DPM3	MUSCULAR DYSTROPHY-DYSTROGLYCANOPATHY LIMB-GIRDLE TYPE C 15
DPM3	Congenital disorder of glycosylation type 1O
DPY19L2	Male infertility due to globozoospermia
DPY19L2	SPERMATOGENIC FAILURE 9
DPYS	Dihydropyrimidinuria
DPYS	DIHYDROPYRIMIDINASE DEFICIENCY
DRD3	NON RARE IN EUROPE: Hereditary essential tremor
DRD3	Schizophrenia
DRD3	TREMOR HEREDITARY ESSENTIAL 1
DSE	Musculocontractural Ehlers-Danlos syndrome
DSE	EHLERS-DANLOS SYNDROME MUSCULOCONTRACTURAL TYPE 2
DSE	Ehlers-Danlos syndrome musculocontractural type 2
DSG1	Diffuse palmoplantar keratoderma with painful fissures
DSG1	Focal palmoplantar keratoderma with joint keratoses
DSG1	Severe dermatitis-multiple allergies-metabolic wasting syndrome
DSG1	Striate palmoplantar keratoderma
DSG1	Erythroderma congenital with palmoplantar keratoderma hypotrichosis and hyper-ige
